Gene ID,Total,GB,Exon,Intron,P,P250,P1K,P5K,Flanks,Gene symbol,Gene name
106611507,11,10,0,10,0,0,0,0,1,LOC106611507,"protein diaphanous homolog 2-like, transcript variant X4"
106577610,11,10,0,10,0,0,0,0,1,LOC106577610,"peroxisome proliferator-activated receptor gamma coactivator 1-alpha-like, transcript variant X1"
106587075,10,10,4,6,0,0,0,0,0,LOC106587075,"neuron navigator 2-like, transcript variant X10"
106572186,10,10,3,7,0,0,0,0,0,LOC106572186,"agrin-like, transcript variant X5"
106571391,10,10,2,8,0,0,0,0,0,LOC106571391,"afadin-like, transcript variant X3"
106608331,10,10,1,9,0,0,0,0,0,LOC106608331,"sodium/calcium exchanger 1-like, transcript variant X3"
106588412,10,10,0,10,0,0,0,0,0,LOC106588412,"poliovirus receptor homolog, transcript variant X2"
106600760,10,10,0,10,0,0,0,0,0,LOC106600760,"potassium voltage-gated channel subfamily C member 1-like, transcript variant X3"
106603642,10,10,0,10,0,0,0,0,0,LOC106603642,"cell adhesion molecule 1-like, transcript variant X1"
106603823,10,10,0,10,0,0,0,0,0,LOC106603823,follistatin-related protein 4-like
106571404,10,10,0,10,0,0,0,0,0,LOC106571404,exostosin-1-like
106572832,10,10,0,10,0,0,0,0,0,LOC106572832,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase eta-2-like, transcript variant X5"
106573107,10,10,0,10,0,0,0,0,0,LOC106573107,"copine-8-like, transcript variant X2"
106577493,10,10,0,10,0,0,0,0,0,LOC106577493,"VPS10 domain-containing receptor SorCS2-like, transcript variant X1"
106577616,10,10,0,10,0,0,0,0,0,LOC106577616,"Kv channel-interacting protein 4-like, transcript variant X3"
100196032,10,9,0,9,1,0,0,1,0,pacrg,PARK2 co-regulated
106585190,10,8,1,7,2,2,0,0,0,fbxl17,"F-box and leucine-rich repeat protein 17, transcript variant X1"
106602935,10,8,0,8,2,0,0,2,0,LOC106602935,"calcium/calmodulin-dependent protein kinase type II subunit alpha, transcript variant X2"
106567659,10,8,0,8,2,0,0,2,0,LOC106567659,opioid-binding protein/cell adhesion molecule homolog
106567730,10,8,0,8,2,0,0,2,0,LOC106567730,"cell adhesion molecule 1-like, transcript variant X2"
106581998,10,4,4,0,4,0,0,4,2,LOC106581998,nuclear receptor subfamily 0 group B member 1-like
106592856,9,9,9,0,0,0,0,0,0,LOC106592856,TBC1 domain family member 30-like
106589873,9,9,8,1,0,0,0,0,0,LOC106589873,Usher syndrome type-1G protein homolog
106604622,9,9,3,6,0,0,0,0,0,LOC106604622,protocadherin Fat 4-like
106578325,9,9,3,6,0,0,0,0,0,LOC106578325,"netrin-3-like, transcript variant X5"
106563268,9,9,2,7,0,0,0,0,0,LOC106563268,"astrotactin-2-like, transcript variant X2"
106582631,9,9,1,8,0,0,0,0,0,LOC106582631,"receptor-type tyrosine-protein phosphatase T-like, transcript variant X5"
106608688,9,9,1,8,0,0,0,0,0,LOC106608688,"neurexin-2-like, transcript variant X8"
106572198,9,9,1,8,0,0,0,0,0,prdm16,"PR domain containing 16, transcript variant X2"
106581930,9,9,0,9,0,0,0,0,0,LOC106581930,"PTB domain-containing engulfment adapter protein 1, transcript variant X3"
106586125,9,9,0,9,0,0,0,0,0,LOC106586125,"double-stranded RNA-specific editase 1-like, transcript variant X5"
106608787,9,9,0,9,0,0,0,0,0,LOC106608787,"ATP-binding cassette sub-family A member 1-like, transcript variant X1"
106611501,9,9,0,9,0,0,0,0,0,LOC106611501,"ecto-NOX disulfide-thiol exchanger 2-like, transcript variant X2"
106561902,9,9,0,9,0,0,0,0,0,LOC106561902,protein kinase C-binding protein NELL1-like
106561905,9,9,0,9,0,0,0,0,0,LOC106561905,"protein arginine N-methyltransferase 3-like, transcript variant X3"
100194835,9,9,0,9,0,0,0,0,0,prpf4,"pre-mRNA processing factor 4, transcript variant X1"
106564882,9,9,0,9,0,0,0,0,0,LOC106564882,"protein kinase C alpha type, transcript variant X1"
106572392,9,9,0,9,0,0,0,0,0,LOC106572392,"calmodulin-binding transcription activator 1-like, transcript variant X1"
106572548,9,9,0,9,0,0,0,0,0,LOC106572548,"membrane-associated guanylate kinase, WW and PDZ domain-containing protein 3-like, transcript variant X2"
106573459,9,9,0,9,0,0,0,0,0,LOC106573459,"FERM domain-containing protein 4A-like, transcript variant X9"
106577623,9,9,0,9,0,0,0,0,0,LOC106577623,"receptor-type tyrosine-protein phosphatase delta-like, transcript variant X15"
100136372,9,9,0,9,0,0,0,0,0,LOC100136372,"retinoic acid receptor alpha, transcript variant X5"
106579906,9,9,0,9,0,0,0,0,0,LOC106579906,"transmembrane protein 132C-like, transcript variant X2"
106586529,9,8,2,6,0,0,0,0,1,tsc22d1,"TSC22 domain family, member 1, transcript variant X2"
106613762,9,8,1,7,0,0,0,0,1,LOC106613762,"CUGBP Elav-like family member 5, transcript variant X8"
106577626,9,8,1,7,0,0,0,0,1,adgrl3,"adhesion G protein-coupled receptor L3, transcript variant X2"
106586049,9,8,0,8,0,0,0,0,1,LOC106586049,"dachshund homolog 1-like, transcript variant X4"
106604876,9,8,0,8,0,0,0,0,1,LOC106604876,"protocadherin gamma-C5-like, transcript variant X13"
106604930,9,8,0,8,0,0,0,0,1,LOC106604930,5-hydroxytryptamine receptor 4-like
106567958,9,8,0,8,0,0,0,0,1,LOC106567958,"autism susceptibility gene 2 protein-like, transcript variant X1"
106577460,9,8,0,8,0,0,0,0,1,col25a1,"collagen, type XXV, alpha 1, transcript variant X7"
106580457,9,7,1,6,0,0,0,0,2,LOC106580457,"autism susceptibility gene 2 protein-like, transcript variant X1"
106610060,9,3,1,2,0,0,0,0,6,LOC106610060,"teneurin-3, transcript variant X2"
106604600,8,8,8,0,0,0,0,0,0,LOC106604600,"protocadherin-18-like, transcript variant X2"
106609052,8,8,8,0,0,0,0,0,0,LOC106609052,"diacylglycerol kinase delta-like, transcript variant X1"
106577864,8,8,3,5,0,0,0,0,0,LOC106577864,"H(+)/Cl(-) exchange transporter 3-like, transcript variant X5"
106586434,8,8,1,7,0,0,0,0,0,LOC106586434,"low-density lipoprotein receptor-related protein 1B-like, transcript variant X1"
106599404,8,8,1,7,0,0,0,0,0,tnr,"tenascin R, transcript variant X1"
106613570,8,8,1,7,0,0,0,0,0,LOC106613570,"rab GTPase-activating protein 1-like, isoform 10, transcript variant X1"
106566015,8,8,1,7,0,0,0,0,0,LOC106566015,"metabotropic glutamate receptor 4-like, transcript variant X2"
106576776,8,8,1,7,0,0,0,0,0,"type I inositol 1,4,5-trisphosphate 5-phosphatase-like","type I inositol 1,4,5-trisphosphate 5-phosphatase-like"
106582685,8,8,0,8,0,0,0,0,0,LOC106582685,"copine-5-like, transcript variant X1"
106579830,8,8,0,8,0,0,0,0,0,LOC106579830,"triple functional domain protein-like, transcript variant X3"
106585793,8,8,0,8,0,0,0,0,0,LOC106585793,protein FAM172A-like
106585836,8,8,0,8,0,0,0,0,0,grid2,"glutamate receptor, ionotropic, delta 2, transcript variant X1"
106586113,8,8,0,8,0,0,0,0,0,LOC106586113,"inactive dipeptidyl peptidase 10-like, transcript variant X1"
106589488,8,8,0,8,0,0,0,0,0,myocd,"myocardin, transcript variant X2"
106590190,8,8,0,8,0,0,0,0,0,gli3,"GLI family zinc finger 3, transcript variant X1"
106600859,8,8,0,8,0,0,0,0,0,LOC106600859,"retinoic acid receptor alpha-B, transcript variant X2"
106611741,8,8,0,8,0,0,0,0,0,LOC106611741,"disks large homolog 3-like, transcript variant X4"
106613557,8,8,0,8,0,0,0,0,0,inadl,"InaD-like (Drosophila), transcript variant X6"
106567259,8,8,0,8,0,0,0,0,0,LOC106567259,"calmodulin-binding transcription activator 1-like, transcript variant X9"
106568183,8,8,0,8,0,0,0,0,0,LOC106568183,"netrin receptor UNC5C-like, transcript variant X3"
106570076,8,8,0,8,0,0,0,0,0,LOC106570076,"RNA-binding motif, single-stranded-interacting protein 3"
106573225,8,8,0,8,0,0,0,0,0,LOC106573225,"spondin-1-like, transcript variant X1"
106576317,8,8,0,8,0,0,0,0,0,LOC106576317,"synaptotagmin-1-like, transcript variant X5"
106577125,8,8,0,8,0,0,0,0,0,LOC106577125,"pro-neuregulin-3, membrane-bound isoform-like, transcript variant X2"
106578986,8,8,0,8,0,0,0,0,0,LOC106578986,"glutamate receptor ionotropic, delta-1-like, transcript variant X2"
106572206,8,7,2,5,1,0,1,0,0,espin-like,espin-like
106560750,8,7,0,7,1,0,0,1,0,LOC106560750,"zinc finger protein 609-like, transcript variant X1"
106567418,8,7,0,7,1,0,0,1,0,LOC106567418,"teneurin-2-like, transcript variant X1"
106567646,8,7,0,7,1,0,0,1,0,LOC106567646,"opioid-binding protein/cell adhesion molecule-like, transcript variant X2"
106571765,8,7,0,7,1,0,0,1,0,otof,"otoferlin, transcript variant X9"
106585209,8,7,0,7,0,0,0,0,1,ipo11,importin 11
106602763,8,7,0,7,0,0,0,0,1,LOC106602763,"atrial natriuretic peptide receptor 1-like, transcript variant X1"
106603277,8,6,0,6,2,0,0,2,0,LOC106603277,"seizure protein 6-like, transcript variant X3"
106579089,8,6,2,4,0,0,0,0,2,LOC106579089,alpha-tectorin-like
106612141,8,6,0,6,0,0,0,0,2,LOC106612141,"actin-binding LIM protein 3-like, transcript variant X8"
106577195,8,6,0,6,0,0,0,0,2,cssa18h10orf11,"chromosome ssa18 open reading frame, human C10orf11, transcript variant X1"
106579486,8,5,1,4,3,0,0,3,0,LOC106579486,D(3) dopamine receptor-like
106579657,8,5,0,5,2,0,2,0,1,LOC106579657,"receptor-type tyrosine-protein phosphatase mu-like, transcript variant X9"
106561570,8,5,0,5,0,0,0,0,3,sardh,"sarcosine dehydrogenase, transcript variant X2"
106607661,8,4,4,0,4,0,0,4,0,LOC106607661,"grainyhead-like protein 1 homolog, transcript variant X1"
106565256,8,3,0,3,0,0,0,0,5,LOC106565256,probable peptidyl-tRNA hydrolase 2
106567661,8,2,0,2,0,0,0,0,6,LOC106567661,"SH2B adapter protein 2-like, transcript variant X2"
106612344,8,1,0,1,0,0,0,0,7,LOC106612344,autophagy-related protein 16-1-like
100170847,7,7,7,0,0,0,0,0,0,homeobox protein HoxA2aa,homeobox protein HoxA2aa
106586418,7,7,4,3,0,0,0,0,0,LOC106586418,"semaphorin-5B-like, transcript variant X3"
106561882,7,7,4,3,0,0,0,0,0,LOC106561882,"MAM domain-containing glycosylphosphatidylinositol anchor protein 1-like, transcript variant X1"
106565306,7,7,3,4,0,0,0,0,0,LOC106565306,cadherin-22-like
106565248,7,7,3,4,0,0,0,0,0,LOC106565248,"copine-9-like, transcript variant X1"
106608929,7,7,2,5,0,0,0,0,0,cd99l2,"CD99 molecule-like 2, transcript variant X3"
106579397,7,7,1,6,0,0,0,0,0,LOC106579397,E3 ubiquitin-protein ligase ZNRF2-like
106585313,7,7,1,6,0,0,0,0,0,LOC106585313,"egl nine homolog 1-like, transcript variant X1"
106590348,7,7,1,6,0,0,0,0,0,LOC106590348,"receptor-type tyrosine-protein phosphatase mu-like, transcript variant X1"
106613725,7,7,1,6,0,0,0,0,0,LOC106613725,neurocan core protein-like
106564691,7,7,1,6,0,0,0,0,0,LOC106564691,"VPS10 domain-containing receptor SorCS3-like, transcript variant X1"
106577027,7,7,1,6,0,0,0,0,0,LOC106577027,"transcription factor COE3-like, transcript variant X1"
106584619,7,7,0,7,0,0,0,0,0,LOC106584619,"protein inscuteable homolog, transcript variant X3"
106586430,7,7,0,7,0,0,0,0,0,LOC106586430,zinc finger protein GLI2-like
106587324,7,7,0,7,0,0,0,0,0,LOC106587324,"zinc finger homeobox protein 3-like, transcript variant X5"
106588461,7,7,0,7,0,0,0,0,0,LOC106588461,"microtubule-actin cross-linking factor 1-like, transcript variant X22"
106590169,7,7,0,7,0,0,0,0,0,LOC106590169,"SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily D member 3-like, transcript variant X3"
106602408,7,7,0,7,0,0,0,0,0,LOC106602408,"zinc finger protein 566-like, transcript variant X1"
106602943,7,7,0,7,0,0,0,0,0,dach2,"dachshund family transcription factor 2, transcript variant X5"
106601912,7,7,0,7,0,0,0,0,0,arhgap5,Rho GTPase activating protein 5
106603419,7,7,0,7,0,0,0,0,0,LOC106603419,homeobox protein cut-like 1
106607561,7,7,0,7,0,0,0,0,0,LOC106607561,"rho-associated protein kinase 2-like, transcript variant X1"
106605012,7,7,0,7,0,0,0,0,0,LOC106605012,"type I inositol 1,4,5-trisphosphate 5-phosphatase-like, transcript variant X2"
106610160,7,7,0,7,0,0,0,0,0,"attractin, transcript variant X2","attractin, transcript variant X2"
106606663,7,7,0,7,0,0,0,0,0,LOC106606663,"tetratricopeptide repeat protein 27-like, transcript variant X3"
106607058,7,7,0,7,0,0,0,0,0,LOC106607058,sodium/potassium/calcium exchanger 3-like
106611148,7,7,0,7,0,0,0,0,0,LOC106611148,"neurexin-1a, transcript variant X8"
106561580,7,7,0,7,0,0,0,0,0,inner mitochondrial membrane peptidase subunit 2,inner mitochondrial membrane peptidase subunit 2
106565077,7,7,0,7,0,0,0,0,0,LOC106565077,"solute carrier family 12 member 5-like, transcript variant X1"
106565330,7,7,0,7,0,0,0,0,0,LOC106565330,"receptor-type tyrosine-protein phosphatase gamma-like, transcript variant X2"
106570601,7,7,0,7,0,0,0,0,0,ush2a,"Usher syndrome 2A (autosomal recessive, mild)"
106567540,7,7,0,7,0,0,0,0,0,dlg2,"discs, large homolog 2 (Drosophila), transcript variant X34"
106567652,7,7,0,7,0,0,0,0,0,robo3,"roundabout guidance receptor 3, transcript variant X2"
106571712,7,7,0,7,0,0,0,0,0,LOC106571712,"protein jagged-2-like, transcript variant X2"
106571749,7,7,0,7,0,0,0,0,0,LOC106571749,"kelch-like protein 29, transcript variant X3"
106571830,7,7,0,7,0,0,0,0,0,LOC106571830,SAM and SH3 domain-containing protein 1-like
100196618,7,7,0,7,0,0,0,0,0,msl3,"male-specific lethal 3 homolog (Drosophila), transcript variant X1"
106578565,7,7,0,7,0,0,0,0,0,LOC106578565,"cadherin-12-like, transcript variant X3"
106578611,7,7,0,7,0,0,0,0,0,LOC106578611,"limb region 1 protein homolog, transcript variant X1"
106581321,7,7,0,7,0,0,0,0,0,LOC106581321,"proton-coupled amino acid transporter 4-like, transcript variant X2"
106578971,7,6,1,5,1,0,0,1,0,LOC106578971,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase epsilon-1-like, transcript variant X3"
106571678,7,6,2,4,0,0,0,0,1,LOC106571678,"neurexin-3b, transcript variant X1"
106583933,7,6,0,6,0,0,0,0,1,DENN domain-containing protein 1A-like,DENN domain-containing protein 1A-like
106599529,7,6,0,6,0,0,0,0,1,LOC106599529,"ephrin type-B receptor 1, transcript variant X2"
106604421,7,6,0,6,0,0,0,0,1,kcnip2,"Kv channel interacting protein 2, transcript variant X2"
106609245,7,6,0,6,0,0,0,0,1,LOC106609245,"forkhead box protein P2-like, transcript variant X7"
106609202,7,6,0,6,0,0,0,0,1,macrod2,"MACRO domain containing 2, transcript variant X2"
106561231,7,6,0,6,0,0,0,0,1,shank3,SH3 and multiple ankyrin repeat domains 3
106578362,7,6,0,6,0,0,0,0,1,LOC106578362,"pro-neuregulin-3, membrane-bound isoform-like, transcript variant X2"
106583614,7,5,1,4,2,0,0,2,0,LOC106583614,histone deacetylase 7-like
106568706,7,5,5,0,0,0,0,0,2,LOC106568706,neuronal tyrosine-phosphorylated phosphoinositide-3-kinase adapter 2-like
106584391,7,5,0,5,0,0,0,0,2,LOC106584391,"semaphorin-6B-like, transcript variant X6"
106562908,7,5,0,5,0,0,0,0,2,LOC106562908,"calcium/calmodulin-dependent protein kinase type II subunit beta-like, transcript variant X5"
106577627,7,5,0,5,0,0,0,0,2,LOC106577627,"ATP-binding cassette sub-family A member 1-like, transcript variant X1"
106588503,7,4,1,3,2,0,0,2,1,LOC106588503,"sterile alpha motif domain-containing protein 12-like, transcript variant X2"
106563006,7,3,1,2,0,0,0,0,4,LOC106563006,beta-adrenergic receptor kinase 2-like
106576052,7,2,0,2,5,0,0,5,0,LOC106576052,"transcription factor EC-like, transcript variant X3"
106599479,7,2,0,2,0,0,0,0,5,LOC106599479,"disco-interacting protein 2 homolog C, transcript variant X1"
106570383,7,1,0,1,6,0,0,6,0,LOC106570383,triple functional domain protein-like
106566689,7,0,0,0,7,0,1,6,0,LOC106566689,MAM domain-containing protein 2-like
106578671,7,0,0,0,0,0,0,0,7,LOC106578671,"anion exchange protein 2-like, transcript variant X1"
106591038,6,6,6,0,0,0,0,0,0,LOC106591038,transcriptional regulator ATRX-like
106569754,6,6,6,0,0,0,0,0,0,LOC106569754,dnaJ homolog subfamily B member 4-like
106579935,6,6,6,0,0,0,0,0,0,LOC106579935,"aspartate beta-hydroxylase domain-containing protein 2-like, transcript variant X5"
106585093,6,6,5,1,0,0,0,0,0,txnrd2,thioredoxin reductase 2
106605278,6,6,5,1,0,0,0,0,0,LOC106605278,"ral guanine nucleotide dissociation stimulator-like 2, transcript variant X4"
106580990,6,6,5,1,0,0,0,0,0,LOC106580990,protocadherin-16-like
106590229,6,6,4,2,0,0,0,0,0,myo3a,"myosin IIIA, transcript variant X1"
106562973,6,6,3,3,0,0,0,0,0,LOC106562973,"fibrinogen C domain-containing protein 1-like, transcript variant X3"
106571832,6,6,3,3,0,0,0,0,0,adgb,androglobin
106601776,6,6,2,4,0,0,0,0,0,LOC106601776,protein phosphatase 1 regulatory subunit 37-like
106580495,6,6,2,4,0,0,0,0,0,LOC106580495,"hexokinase-2-like, transcript variant X1"
106582011,6,6,1,5,0,0,0,0,0,LOC106582011,"interleukin-1 receptor accessory protein-like 1-B, transcript variant X4"
106584012,6,6,1,5,0,0,0,0,0,LOC106584012,"phosphatidylinositol 3-kinase regulatory subunit gamma, transcript variant X1"
106588628,6,6,1,5,0,0,0,0,0,LOC106588628,receptor-type tyrosine-protein phosphatase U-like
106590196,6,6,1,5,0,0,0,0,0,LOC106590196,"cadherin-7-like, transcript variant X3"
106590220,6,6,1,5,0,0,0,0,0,arhgap21,"Rho GTPase activating protein 21, transcript variant X5"
106604453,6,6,1,5,0,0,0,0,0,protein diaphanous homolog 2-like,protein diaphanous homolog 2-like
106608714,6,6,1,5,0,0,0,0,0,LOC106608714,VPS10 domain-containing receptor SorCS1-like
106560791,6,6,1,5,0,0,0,0,0,LOC106560791,"leucine-rich repeat and immunoglobulin-like domain-containing nogo receptor-interacting protein 1, transcript variant X2"
106565737,6,6,1,5,0,0,0,0,0,LOC106565737,"forkhead box protein P1-B-like, transcript variant X4"
106570016,6,6,1,5,0,0,0,0,0,LOC106570016,"microtubule-actin cross-linking factor 1-like, transcript variant X15"
106565912,6,6,1,5,0,0,0,0,0,LOC106565912,astrotactin-2-like
106576788,6,6,1,5,0,0,0,0,0,LOC106576788,DNA nucleotidylexotransferase-like
106571837,6,6,1,5,0,0,0,0,0,adamts19,"ADAM metallopeptidase with thrombospondin type 1 motif, 19"
106582203,6,6,0,6,0,0,0,0,0,erbb4,erb-b2 receptor tyrosine kinase 4
106582978,6,6,0,6,0,0,0,0,0,LOC106582978,"immunoglobulin superfamily member 21-like, transcript variant X1"
106584031,6,6,0,6,0,0,0,0,0,LOC106584031,VWFA and cache domain-containing protein 1
106584340,6,6,0,6,0,0,0,0,0,LOC106584340,"leucine-rich repeat-containing protein 7-like, transcript variant X5"
106584565,6,6,0,6,0,0,0,0,0,grm8,"glutamate receptor, metabotropic 8"
106584901,6,6,0,6,0,0,0,0,0,kremen1,"kringle containing transmembrane protein 1, transcript variant X2"
106584907,6,6,0,6,0,0,0,0,0,ccdc60,"coiled-coil domain containing 60, transcript variant X2"
106586018,6,6,0,6,0,0,0,0,0,LOC106586018,"P2Y purinoceptor 8-like, transcript variant X4"
106583195,6,6,0,6,0,0,0,0,0,LOC106583195,"glutamate receptor ionotropic, kainate 3-like"
106587057,6,6,0,6,0,0,0,0,0,LOC106587057,"protein kinase C-binding protein NELL1-like, transcript variant X1"
106584161,6,6,0,6,0,0,0,0,0,LOC106584161,transforming growth factor beta-2-like
106584872,6,6,0,6,0,0,0,0,0,LOC106584872,"EGF-containing fibulin-like extracellular matrix protein 1, transcript variant X2"
106590114,6,6,0,6,0,0,0,0,0,LOC106590114,"sickle tail protein homolog, transcript variant X9"
106590158,6,6,0,6,0,0,0,0,0,LOC106590158,"POU domain, class 6, transcription factor 2-like, transcript variant X4"
100286538,6,6,0,6,0,0,0,0,0,"chromosome unknown open reading frame, human C11orf88","chromosome unknown open reading frame, human C11orf88"
106599664,6,6,0,6,0,0,0,0,0,LOC106599664,"laminin subunit alpha-3-like, transcript variant X1"
106599896,6,6,0,6,0,0,0,0,0,LOC106599896,parathyroid hormone/parathyroid hormone-related peptide receptor-like
106600644,6,6,0,6,0,0,0,0,0,asphd1,aspartate beta-hydroxylase domain containing 1
100306737,6,6,0,6,0,0,0,0,0,zn271,"Zinc finger protein 271, transcript variant X3"
106602927,6,6,0,6,0,0,0,0,0,LOC106602927,"bifunctional heparan sulfate N-deacetylase/N-sulfotransferase 1-like, transcript variant X1"
106602987,6,6,0,6,0,0,0,0,0,LOC106602987,"neurexin-2-like, transcript variant X15"
106603110,6,6,0,6,0,0,0,0,0,LOC106603110,"neuronal migration protein doublecortin-like, transcript variant X2"
106601938,6,6,0,6,0,0,0,0,0,npas3,"neuronal PAS domain protein 3, transcript variant X4"
106605146,6,6,0,6,0,0,0,0,0,LOC106605146,"mannosyl-oligosaccharide 1,2-alpha-mannosidase IC-like, transcript variant X1"
106602955,6,6,0,6,0,0,0,0,0,LOC106602955,"protein Smaug homolog 1-like, transcript variant X3"
106607460,6,6,0,6,0,0,0,0,0,LOC106607460,"sodium channel protein type 4 subunit alpha B-like, transcript variant X1"
106608716,6,6,0,6,0,0,0,0,0,LOC106608716,latrophilin-3-like
106608718,6,6,0,6,0,0,0,0,0,LOC106608718,"neuroligin-2-like, transcript variant X2"
106609762,6,6,0,6,0,0,0,0,0,plexin-A4-like,plexin-A4-like
106610192,6,6,0,6,0,0,0,0,0,mineralocorticoid receptor-like,mineralocorticoid receptor-like
100380732,6,6,0,6,0,0,0,0,0,LOC100380732,"GRB2-associated-binding protein 1, transcript variant X4"
106607602,6,6,0,6,0,0,0,0,0,LOC106607602,"glutamate receptor ionotropic, delta-1-like, transcript variant X1"
106611623,6,6,0,6,0,0,0,0,0,spata5,"spermatogenesis associated 5, transcript variant X3"
106611984,6,6,0,6,0,0,0,0,0,LOC106611984,X-linked interleukin-1 receptor accessory protein-like 2
106612471,6,6,0,6,0,0,0,0,0,LOC106612471,"glutamate receptor ionotropic, kainate 4-like, transcript variant X1"
106612759,6,6,0,6,0,0,0,0,0,LOC106612759,glycerophosphodiester phosphodiesterase domain-containing protein 5-like
106613077,6,6,0,6,0,0,0,0,0,nlk,nemo-like kinase
106613535,6,6,0,6,0,0,0,0,0,LOC106613535,"zinc finger protein GLIS1-like, transcript variant X2"
106560257,6,6,0,6,0,0,0,0,0,LOC106560257,"protein furry homolog-like, transcript variant X19"
106560384,6,6,0,6,0,0,0,0,0,LOC106560384,"trafficking protein particle complex subunit 8-like, transcript variant X2"
106560716,6,6,0,6,0,0,0,0,0,b4galnt4,"beta-1,4-N-acetyl-galactosaminyl transferase 4"
106560790,6,6,0,6,0,0,0,0,0,cspg4,chondroitin sulfate proteoglycan 4
106613356,6,6,0,6,0,0,0,0,0,LOC106613356,"calcium-activated potassium channel subunit alpha-1-like, transcript variant X3"
106562017,6,6,0,6,0,0,0,0,0,LOC106562017,ALK tyrosine kinase receptor-like
